latitude,longitude,rwi,error
30.2875311,76.9812012,0.728,0.525
29.1425657,75.970459,0.032,0.526
27.9846997,76.0583496,-0.5,0.507
30.0025165,76.8273926,0.844,0.5
29.6403199,75.4650879,0.023,0.475
28.410728,76.6516113,0.365,0.502
29.3917473,76.4099121,0.625,0.523
29.6212207,77.0251465,0.137,0.496
29.2768159,76.3439941,0.27,0.523
28.8350495,76.5197754,0.214,0.53
30.0786009,76.5637207,0.537,0.514
30.0595852,77.1789551,0.567,0.48
29.6594156,75.0036621,0.182,0.489
29.5830112,75.1794434,-0.021,0.453
27.9458858,77.1350098,0.875,0.55
29.4108899,75.333252,0.261,0.522
30.1356258,77.0910645,0.695,0.493
28.9120143,76.6516113,0.224,0.495
30.6284584,77.0910645,-0.215,0.443
29.0849761,76.3879395,-0.039,0.509
30.0595852,77.3327637,0.082,0.495
29.4682962,75.9265137,0.523,0.475
29.6212207,75.4211426,0.198,0.479
28.0622856,77.244873,0.319,0.537
27.9846997,77.4865723,0.528,0.545
29.2576481,75.7727051,0.436,0.51
29.5639011,75.3771973,0.664,0.493
29.2768159,76.2121582,0.725,0.515
29.52567,76.6296387,0.384,0.517
28.7002242,75.838623,-0.163,0.517
30.3633958,77.5744629,0.298,0.456
30.1546268,77.3547363,1.315,0.549
28.2753578,76.1682129,0.544,0.558
29.6785076,75.7946777,0.267,0.506
29.1233728,76.6296387,-0.132,0.574
30.3444351,77.0251465,0.169,0.561
29.8501727,76.5197754,0.651,0.508
30.1166211,76.7614746,0.025,0.487
29.9073289,74.9377441,-0.566,0.507
28.6616708,76.4758301,-0.607,0.527
29.9073289,77.1569824,0.881,0.528
28.0622856,77.2668457,0.114,0.528
29.2384766,76.1462402,0.179,0.525
29.2193016,76.673584,-0.186,0.501
29.6021178,76.2121582,0.655,0.537
28.6809493,76.3659668,0.222,0.548
29.7929837,76.8713379,0.872,0.51
29.3726011,75.3552246,0.182,0.518
28.6423887,76.1242676,0.198,0.536
29.8882805,74.7839355,0.2,0.45
29.7548395,76.5637207,1.089,0.542
28.3140526,76.3879395,0.458,0.531
28.2753578,76.036377,0.211,0.479
27.9070579,77.2888184,-0.351,0.536
29.3342978,76.4758301,0.278,0.529
29.200123,76.8273926,0.695,0.54
29.5639011,76.1242676,-0.542,0.48
29.3534512,75.5969238,0.499,0.447
28.7387635,76.1022949,0.151,0.511
29.0273543,76.0144043,0.154,0.501
28.1204382,76.5637207,0.321,0.538
29.1425657,75.6848145,0.499,0.518
30.0025165,76.673584,-0.383,0.506
29.1041762,76.9152832,0.579,0.528
28.9120143,75.6188965,0.768,0.578
29.2959801,76.1242676,0.407,0.519
30.1166211,76.4538574,0.37,0.499
28.6616708,75.9265137,0.075,0.538
27.9458858,77.5305176,-0.587,0.497
28.7580278,76.2780762,0.143,0.559
29.3726011,76.3659668,-0.093,0.581
29.3151407,75.7727051,0.263,0.5
29.2193016,76.6296387,-0.82,0.496
29.6021178,75.7067871,0.947,0.472
29.3917473,74.7399902,-0.544,0.439
29.2959801,75.1574707,1.136,0.526
29.0273543,76.8054199,-0.149,0.508
29.5639011,74.8278809,0.079,0.501
30.2685558,76.673584,-0.601,0.501
29.2576481,75.8825684,-0.618,0.499
29.9644524,77.0690918,0.503,0.487
28.3913999,77.0910645,1.292,0.517
29.8311133,74.6740723,0.305,0.445
28.3913999,75.904541,-0.423,0.479
29.200123,76.673584,0.468,0.526
28.3913999,76.6516113,0.34,0.499
29.0465652,75.8605957,0.002,0.526
29.7166808,76.3879395,0.5,0.482
30.1926178,77.244873,0.514,0.475
29.52567,75.0915527,0.929,0.475
27.8682161,76.0583496,-0.372,0.491
28.9697004,76.4538574,-0.365,0.515
29.7166808,75.8825684,0.95,0.474
30.0215431,77.244873,0.945,0.532
28.5845213,76.5856934,-0.148,0.57
29.8120503,77.0031738,0.355,0.476
29.1809408,75.4870605,0.231,0.524
28.3527333,77.3986816,0.981,0.549
30.8173458,76.9372559,0.986,0.499
28.6616708,76.4099121,-0.286,0.495
28.410728,76.0803223,-0.243,0.49
29.430029,76.6516113,0.672,0.537
27.7904908,77.244873,0.204,0.53
29.735762,75.904541,0.911,0.521
29.8692284,74.9377441,0.391,0.483
29.6212207,76.6296387,0.299,0.567
29.1809408,76.9372559,0.206,0.516
29.8501727,76.4318848,0.482,0.51
30.3444351,77.3547363,0.055,0.5
28.2172893,76.1901855,-0.392,0.522
29.8501727,76.9592285,0.023,0.533
28.603814,76.5197754,0.489,0.53
29.7548395,75.6408691,0.4,0.468
29.6212207,74.6081543,0.445,0.453
30.0215431,76.5856934,0.063,0.497
29.6403199,76.9152832,0.983,0.526
27.9070579,77.1350098,0.282,0.543
29.2576481,75.9484863,-0.32,0.492
29.9644524,76.9152832,0.755,0.522
29.4682962,76.5197754,-0.363,0.487
29.5447873,75.5969238,0.736,0.532
28.8927784,76.6296387,0.931,0.492
28.3140526,77.0251465,-0.12,0.51
28.3140526,77.1130371,0.677,0.531
28.4880048,77.3547363,0.626,0.567
29.6021178,75.6408691,0.455,0.499
30.3254708,77.376709,0.255,0.521
28.7194957,75.6848145,-0.144,0.509
30.0786009,77.2229004,0.571,0.526
29.6021178,76.3879395,0.496,0.499
28.9697004,75.904541,0.328,0.497
29.9073289,76.4318848,0.215,0.513
28.7772886,76.2121582,-0.272,0.531
29.7166808,75.7507324,0.507,0.486
30.6095493,77.1569824,-0.785,0.467
29.2384766,75.970459,0.376,0.571
28.9697004,75.5529785,-0.459,0.483
29.7929837,74.8278809,0.01,0.468
30.3065028,77.3327637,0.526,0.518
29.6594156,75.838623,0.32,0.495
28.1204382,76.607666,0.771,0.554
29.6785076,75.0256348,0.237,0.47
30.2495768,76.9372559,0.728,0.503
28.9312465,76.2561035,0.192,0.518
27.9264736,77.442627,0.321,0.538
28.410728,76.3659668,-0.027,0.521
29.8120503,75.201416,0.079,0.473
29.2576481,76.673584,0.128,0.524
28.5459253,75.9484863,0.063,0.565
29.1233728,76.4978027,0.143,0.54
28.8542961,75.838623,0.41,0.529
28.4686909,76.8713379,0.624,0.498
27.8293604,77.310791,-0.648,0.513
29.9644524,74.7399902,-0.21,0.503
28.9504752,76.1242676,-0.491,0.509
29.6594156,77.0910645,0.533,0.497
28.1979261,76.1901855,0.458,0.542
29.0273543,76.2780762,0.18,0.54
29.0465652,76.1022949,0.341,0.464
29.9454149,76.607666,0.53,0.522
29.52567,75.970459,0.16,0.458
30.8739398,76.8273926,-0.124,0.519
29.0849761,76.4538574,0.284,0.5
28.9504752,75.6408691,-0.174,0.507
29.697596,76.3220215,0.327,0.514
29.3534512,75.9265137,0.082,0.479
28.603814,76.7175293,0.492,0.479
28.3720684,76.7175293,1.097,0.533
29.6403199,76.9372559,0.432,0.525
29.2576481,76.4099121,0.603,0.555
28.4493734,76.5637207,0.34,0.507
28.9697004,76.6296387,0.57,0.507
29.1425657,76.2121582,0.15,0.475
29.4491644,76.2780762,0.438,0.492
29.3151407,75.3552246,-0.221,0.5
30.0786009,76.2561035,-0.509,0.493
29.1233728,76.3659668,-0.161,0.564
27.9264736,77.2888184,-0.378,0.506
28.6423887,75.7287598,0.252,0.514
27.8099273,77.0910645,0.204,0.539
27.9846997,77.0031738,0.16,0.489
28.0816733,77.3547363,0.415,0.504
29.1617551,76.2121582,-0.381,0.484
30.4581439,77.0031738,-0.294,0.507
28.1398155,76.2561035,-0.327,0.544
29.6212207,77.0031738,0.427,0.523
29.0081399,76.0803223,0.051,0.526
29.4108899,74.7399902,-0.155,0.45
28.2560052,77.4645996,0.095,0.55
29.8120503,74.8718262,-0.207,0.512
30.4202557,77.3327637,0.635,0.509
28.565225,76.036377,0.589,0.542
30.1356258,77.1789551,0.324,0.507
29.735762,75.5969238,0.644,0.51
29.2384766,77.0910645,0.637,0.526
28.6423887,75.970459,0.192,0.517
28.2753578,77.3547363,0.475,0.527
28.3140526,77.2229004,0.027,0.537
29.7739134,74.9816895,0.453,0.523
29.6594156,74.9816895,0.09,0.473
28.9697004,76.2561035,0.372,0.518
28.4686909,76.7834473,-0.055,0.507
27.8876388,77.244873,-0.152,0.556
28.4493734,76.1022949,0.417,0.571
29.3726011,74.7399902,-0.188,0.431
29.8692284,77.1569824,0.075,0.504
29.1425657,75.8825684,0.377,0.545
28.526622,75.8166504,-0.415,0.512
29.2576481,75.9924316,0.337,0.538
28.0041014,77.376709,0.039,0.549
29.3726011,75.970459,-0.003,0.525
28.7002242,76.1022949,-0.096,0.507
27.8682161,77.0910645,0.33,0.538
27.8682161,76.036377,-0.574,0.516
27.9458858,77.0471191,0.341,0.526
28.410728,77.4206543,0.76,0.524
29.2384766,75.1135254,-0.021,0.487
29.735762,75.4211426,0.097,0.523
28.7772886,76.3879395,-0.345,0.506
29.6212207,75.0476074,0.497,0.485
29.1809408,75.7507324,0.571,0.528
28.9889219,77.0031738,1.491,0.492
30.8550788,76.8933105,0.744,0.498
30.2875311,77.2668457,0.566,0.519
29.8120503,74.564209,0.222,0.477
30.0976128,76.5856934,-0.076,0.496
28.3720684,77.2009277,0.232,0.534
28.9889219,76.0144043,0.485,0.462
30.2495768,76.8054199,0.973,0.518
29.0849761,75.5749512,0.409,0.494
29.2959801,76.4318848,0.591,0.536
29.9454149,74.6960449,0.474,0.509
29.9644524,76.9812012,0.331,0.509
29.8501727,74.564209,0.073,0.472
29.2384766,76.1242676,-0.017,0.52
29.2959801,75.1794434,-0.307,0.5
29.7739134,74.6740723,0.358,0.541
30.4392016,77.3547363,0.275,0.478
27.9652945,76.0803223,-0.072,0.491
27.84879,75.9924316,0.266,0.503
29.0465652,75.7727051,-0.114,0.502
29.6594156,74.9377441,-0.201,0.5
28.0041014,77.4645996,0.417,0.563
30.2875311,77.5085449,0.405,0.533
29.4108899,74.9597168,-0.115,0.483
29.4108899,75.3991699,0.317,0.567
29.8311133,76.3659668,0.518,0.489
29.5639011,76.7175293,0.213,0.486
27.8876388,77.0910645,0.441,0.559
27.8293604,77.2888184,0.213,0.547
29.1041762,77.0910645,0.514,0.533
29.1809408,76.7175293,0.714,0.542
29.6785076,76.2780762,0.521,0.516
28.4880048,77.3327637,1.269,0.563
29.8120503,77.0251465,0.587,0.481
27.6932559,76.8933105,-0.464,0.539
29.697596,75.5749512,0.985,0.508
29.0849761,76.1462402,-0.481,0.511
29.1617551,76.607666,-0.013,0.498
29.8311133,74.6520996,0.204,0.463
29.8501727,76.3439941,0.636,0.521
30.0025165,76.5197754,0.225,0.482
27.9070579,77.0910645,0.422,0.567
29.2193016,76.2780762,-0.097,0.517
28.5459253,76.2341309,0.299,0.534
28.9504752,76.8713379,0.603,0.528
28.1785594,76.1242676,0.732,0.534
29.0849761,76.673584,0.57,0.516
29.3342978,75.4431152,0.17,0.479
29.1809408,76.5637207,0.379,0.516
29.5639011,76.9152832,0.437,0.496
29.1041762,77.0251465,0.367,0.533
30.3444351,77.442627,0.042,0.481
29.6403199,75.4870605,0.422,0.512
29.200123,75.9484863,-0.022,0.501
29.0849761,77.0251465,0.77,0.53
29.9834863,76.5856934,1.054,0.568
29.7739134,74.9157715,-0.505,0.471
30.4392016,77.2009277,0.868,0.512
29.0081399,76.541748,0.886,0.554
29.9073289,76.4758301,0.641,0.508
28.6423887,76.5856934,-0.398,0.534
28.4686909,76.4978027,0.112,0.531
28.9312465,76.673584,0.681,0.527
30.2495768,77.4206543,0.347,0.473
28.5845213,75.8825684,0.261,0.528
29.1425657,77.0471191,0.672,0.511
28.5073151,76.036377,-0.088,0.518
29.4874244,76.7614746,0.162,0.522
29.2768159,76.6516113,0.239,0.516
29.0657724,76.1682129,0.172,0.525
28.1979261,76.4758301,0.023,0.544
28.8927784,75.8605957,0.495,0.555
28.7387635,76.036377,-0.263,0.537
29.697596,74.8059082,-0.061,0.485
30.3823528,77.3547363,-0.155,0.49
29.430029,74.6740723,0.068,0.494
29.5639011,75.6848145,0.221,0.486
28.1010575,76.1682129,0.258,0.543
29.0273543,75.7507324,0.115,0.507
30.3065028,76.9372559,0.514,0.512
27.9652945,75.9924316,0.32,0.513
28.2172893,76.2341309,0.173,0.535
29.4491644,75.5529785,0.246,0.519
30.1546268,76.739502,1.147,0.517
29.2768159,75.9924316,0.073,0.546
28.2560052,76.6516113,0.981,0.492
28.7002242,76.4978027,0.334,0.5
28.6616708,76.2780762,0.339,0.531
29.5639011,74.9377441,0.041,0.487
28.873539,76.8054199,0.165,0.496
29.2959801,76.7175293,0.142,0.526
29.0081399,76.5197754,0.253,0.482
29.7929837,75.0036621,0.037,0.475
30.4770825,77.1569824,0.208,0.49
29.8120503,77.0910645,0.383,0.507
29.6594156,74.8278809,0.011,0.45
29.430029,76.3439941,-0.276,0.521
29.7929837,74.6081543,0.108,0.511
30.7229484,77.0690918,-0.27,0.494
28.8542961,76.2561035,0.507,0.533
29.430029,76.8713379,-0.389,0.55
27.9846997,76.1242676,0.304,0.533
29.2384766,75.333252,-0.314,0.457
27.9846997,77.4645996,0.028,0.514
30.0786009,77.1569824,0.403,0.507
29.6021178,75.970459,-0.294,0.5
28.1785594,77.0031738,-0.129,0.55
29.430029,76.9592285,1.142,0.447
29.735762,76.3879395,0.753,0.51
27.9652945,76.1682129,-0.241,0.516
29.6212207,76.4538574,0.254,0.484
29.4491644,75.3771973,0.151,0.511
30.1166211,76.7834473,0.28,0.499
29.8311133,74.8718262,-0.235,0.442
28.3333947,76.9372559,1.08,0.508
30.2875311,76.673584,-0.315,0.479
28.1785594,76.1901855,0.029,0.521
28.873539,76.1462402,0.469,0.536
28.5845213,76.3659668,0.443,0.551
28.236649,76.9152832,0.153,0.528
28.7387635,76.0144043,-0.614,0.497
29.430029,75.7067871,-0.435,0.469
29.7739134,76.4099121,1.289,0.526
30.5906366,77.0471191,-0.467,0.532
29.4491644,75.1794434,0.328,0.562
29.1041762,76.2780762,-0.294,0.491
30.1926178,76.6296387,-0.439,0.522
28.0234996,76.1901855,-0.257,0.505
28.6616708,75.7287598,-0.197,0.512
29.506549,76.0803223,0.571,0.545
28.3913999,76.0583496,0.163,0.489
29.8311133,76.673584,0.195,0.476
29.9834863,77.0031738,0.561,0.489
29.4491644,76.036377,0.531,0.552
29.2576481,76.2121582,0.186,0.51
28.0622856,77.3547363,0.421,0.527
29.4491644,75.838623,-0.172,0.469
29.1041762,75.7946777,-0.591,0.523
29.7548395,74.498291,-0.089,0.474
29.7929837,76.4318848,0.888,0.561
29.8311133,74.564209,0.236,0.469
29.430029,74.9157715,0.607,0.517
30.6473638,77.0910645,-0.43,0.506
27.9846997,76.1022949,0.142,0.536
29.6212207,75.0036621,0.318,0.463
29.0657724,76.739502,0.65,0.515
28.3140526,77.0031738,0.945,0.547
29.1425657,75.7067871,1.051,0.508
28.8350495,75.6408691,0.074,0.546
29.697596,76.8054199,0.63,0.51
28.4493734,76.3879395,0.695,0.566
28.294707,77.4865723,0.047,0.493
29.3342978,76.2561035,0.011,0.537
30.4581439,77.1569824,0.51,0.466
29.6785076,75.9484863,0.494,0.487
29.5830112,74.9377441,0.487,0.498
28.6616708,75.9924316,-0.1,0.489
28.4300525,76.036377,0.16,0.54
30.3444351,77.310791,-0.183,0.486
28.603814,75.5969238,-0.518,0.483
29.3726011,75.8605957,-0.188,0.503
28.5073151,76.3879395,0.46,0.539
28.5845213,75.7287598,-0.257,0.491
29.2384766,75.7507324,0.171,0.484
29.3917473,74.6740723,0.454,0.457
29.9263737,76.4318848,0.439,0.495
28.2560052,77.3547363,0.472,0.543
29.4108899,75.9265137,0.671,0.47
28.3140526,76.3659668,-0.14,0.497
29.0657724,76.1022949,0.275,0.461
28.8542961,76.3439941,-0.746,0.509
27.7710508,76.9592285,-0.095,0.527
30.0215431,77.1350098,0.823,0.514
29.6594156,75.7727051,-0.145,0.502
27.7904908,77.1789551,0.174,0.527
29.3151407,76.8493652,0.121,0.543
28.526622,76.2121582,0.503,0.531
28.1204382,76.6955566,0.432,0.524
28.8542961,76.1682129,0.633,0.55
29.4682962,74.6740723,0.576,0.503
29.4108899,76.5197754,0.223,0.526
29.8692284,76.673584,0.028,0.497
30.3444351,76.8493652,0.996,0.496
29.3342978,76.9152832,-0.281,0.505
29.4491644,76.9812012,0.901,0.511
28.5073151,76.6516113,0.643,0.514
29.4682962,76.1682129,0.854,0.561
28.9120143,76.8273926,0.074,0.504
29.6021178,77.0031738,0.674,0.516
30.5906366,77.1350098,-0.396,0.473
29.8882805,76.9812012,0.782,0.508
27.8876388,77.3327637,0.549,0.528
29.3534512,76.1901855,-0.038,0.521
28.5459253,76.6296387,0.179,0.535
29.4874244,74.8937988,0.452,0.455
28.6616708,76.3220215,0.289,0.516
29.6785076,77.0471191,0.647,0.508
28.9120143,77.1569824,0.829,0.543
29.8311133,75.0256348,0.344,0.501
30.0595852,76.6296387,-0.047,0.469
28.410728,76.607666,0.517,0.558
28.3333947,76.739502,0.102,0.483
29.4682962,77.0910645,-0.214,0.521
28.236649,76.2341309,-0.126,0.501
29.4108899,74.7839355,0.837,0.513
30.0786009,76.673584,1.156,0.496
28.1785594,77.1130371,-0.448,0.502
29.7739134,74.5422363,-0.186,0.468
28.9697004,76.0144043,-0.042,0.47
29.6594156,74.6960449,0.099,0.528
29.506549,75.4650879,0.65,0.539
28.6616708,75.5529785,-0.664,0.477
28.526622,75.9924316,0.109,0.53
30.2685558,77.2229004,0.526,0.5
28.7965458,76.1901855,0.478,0.509
29.5447873,76.1242676,0.582,0.506
28.0816733,77.2229004,0.635,0.572
29.9263737,74.7399902,0.349,0.45
29.735762,76.9372559,0.35,0.551
29.9834863,76.6516113,0.621,0.491
29.506549,76.8493652,0.599,0.528
28.3913999,76.673584,0.637,0.517
29.4874244,76.2341309,0.014,0.497
28.1591892,76.9592285,0.343,0.535
28.5459253,76.0583496,-0.208,0.53
28.0816733,76.2780762,0.248,0.517
29.200123,77.1350098,-0.234,0.492
28.6423887,76.4978027,0.15,0.534
29.1425657,76.3000488,-0.161,0.484
27.8293604,76.1682129,0.162,0.529
28.3720684,76.9592285,0.873,0.526
30.5149486,77.1789551,-0.175,0.496
29.430029,74.5861816,0.119,0.503
27.8682161,77.1350098,0.787,0.575
29.3342978,76.9592285,0.443,0.507
30.0595852,76.4099121,0.377,0.512
30.040566,76.3659668,0.044,0.501
29.6212207,76.3659668,-0.001,0.541
28.5459253,76.2121582,0.121,0.543
28.526622,75.9484863,0.252,0.51
29.8311133,76.3439941,0.156,0.495
28.7772886,76.4099121,0.034,0.578
29.2768159,75.7946777,0.432,0.518
28.5845213,76.2341309,0.692,0.513
29.5447873,75.5090332,0.206,0.507
29.6212207,76.036377,0.3,0.511
28.526622,76.3000488,0.223,0.535
28.294707,77.3327637,1.036,0.531
29.0849761,76.2121582,-0.257,0.509
28.1591892,76.4318848,0.709,0.503
29.9263737,76.8273926,0.662,0.512
29.3917473,76.3000488,0.3,0.531
29.3151407,75.2233887,-0.257,0.453
29.4682962,74.7839355,0.336,0.495
30.040566,76.8273926,0.934,0.522
28.8157994,76.036377,-0.116,0.53
28.3527333,77.0251465,1.219,0.53
29.430029,77.0471191,0.661,0.537
29.6594156,76.9812012,1.388,0.514
28.3913999,76.2780762,-0.142,0.521
29.4682962,76.3659668,-0.126,0.514
28.873539,76.1682129,0.26,0.538
29.52567,76.4538574,-0.045,0.487
29.9454149,77.1789551,0.648,0.502
28.9889219,76.8273926,0.312,0.54
29.0849761,76.1242676,-0.276,0.494
30.2685558,76.9592285,0.503,0.511
28.3527333,76.3000488,-0.145,0.531
29.3342978,77.0471191,0.42,0.534
28.2172893,76.6955566,0.458,0.519
30.0215431,76.4099121,0.279,0.523
29.7929837,77.0471191,0.058,0.502
29.8692284,76.7175293,0.245,0.517
29.0081399,76.0144043,-0.078,0.481
29.506549,75.5529785,0.609,0.506
29.1617551,75.7507324,1.466,0.515
29.7929837,77.1569824,-0.171,0.483
29.4491644,76.5197754,0.009,0.496
28.0622856,77.442627,0.343,0.549
28.2172893,77.1569824,0.473,0.518
28.873539,76.3879395,0.004,0.493
29.430029,74.7180176,0.575,0.47
29.5639011,75.3112793,-0.301,0.481
28.2172893,76.7175293,0.223,0.517
29.3151407,74.9597168,-0.044,0.442
29.697596,75.5090332,0.399,0.539
28.2560052,77.2888184,1.028,0.524
29.6785076,76.9812012,1.107,0.488
29.2959801,76.1682129,-0.121,0.495
29.506549,75.0036621,0.151,0.496
29.4682962,75.7946777,0.354,0.522
28.1785594,76.3879395,-0.136,0.527
29.697596,76.0583496,0.665,0.557
29.1233728,75.8825684,0.438,0.566
28.4493734,76.4758301,0.788,0.558
29.8692284,76.4758301,0.666,0.531
28.5459253,76.5856934,0.751,0.566
29.4682962,75.7727051,0.308,0.505
29.506549,76.541748,0.398,0.494
29.0849761,76.5197754,-0.526,0.509
29.5447873,76.3879395,0.675,0.536
29.1041762,76.4758301,-0.359,0.487
27.9458858,77.2009277,0.676,0.51
29.5447873,75.838623,-0.232,0.488
28.3720684,76.0803223,-0.323,0.486
30.1736241,76.673584,0.324,0.498
28.1979261,76.7614746,0.858,0.5
28.0428943,76.4758301,0.454,0.547
28.9697004,75.970459,0.791,0.525
29.5639011,74.8059082,-0.104,0.512
28.2172893,77.2888184,0.411,0.537
28.1785594,77.0690918,0.133,0.515
29.8882805,76.3659668,0.956,0.55
29.3534512,76.2121582,-0.004,0.515
29.2384766,76.1022949,0.194,0.491
29.8692284,74.9597168,0.738,0.498
29.5830112,75.3771973,0.157,0.448
29.430029,76.2121582,0.403,0.496
29.9644524,76.3659668,0.106,0.507
28.4880048,75.904541,-0.433,0.504
27.9652945,77.442627,-0.045,0.509
29.506549,75.9484863,0.397,0.481
28.526622,76.2341309,0.277,0.531
30.3254708,77.5744629,0.168,0.47
28.9504752,76.6516113,0.701,0.524
29.3151407,75.1574707,-0.318,0.441
30.2305941,76.9812012,0.325,0.51
29.5830112,75.0695801,0.358,0.482
30.2305941,77.310791,0.517,0.534
28.6231031,75.9265137,0.535,0.505
29.8501727,77.0910645,0.65,0.512
28.7194957,76.673584,0.206,0.494
27.8876388,77.1350098,0.685,0.543
28.3913999,76.3659668,0.424,0.523
29.6785076,76.6955566,0.099,0.492
28.9889219,77.1569824,0.996,0.535
29.4108899,75.7067871,0.063,0.496
29.7166808,75.6848145,0.16,0.496
29.430029,76.1022949,0.44,0.534
29.7739134,75.2233887,-0.484,0.469
29.3534512,77.0690918,0.241,0.524
27.8876388,77.2888184,-0.178,0.551
29.735762,74.9597168,0.291,0.488
28.1591892,76.5197754,0.204,0.512
28.4686909,76.9152832,0.958,0.511
29.7929837,74.564209,-0.132,0.526
29.735762,74.9157715,-0.288,0.442
29.9454149,76.4978027,0.653,0.48
27.9264736,76.9592285,-0.131,0.506
30.5149486,77.0910645,-0.089,0.502
29.3534512,76.036377,0.479,0.515
28.3913999,77.442627,0.354,0.528
28.294707,76.739502,0.447,0.514
29.3342978,75.5749512,-0.052,0.5
28.9120143,76.6296387,0.405,0.538
29.6403199,75.135498,0.412,0.472
29.6212207,74.6740723,-0.174,0.446
28.603814,75.7067871,0.334,0.541
28.1204382,76.036377,-0.116,0.538
28.9120143,76.5197754,0.238,0.522
28.9504752,76.4758301,0.042,0.506
29.9263737,76.8933105,0.521,0.477
29.9263737,77.1350098,0.642,0.516
28.6231031,76.7614746,0.373,0.508
29.8120503,77.0690918,0.084,0.496
30.040566,76.739502,0.303,0.499
28.2172893,76.0583496,0.144,0.508
29.52567,76.7834473,-0.131,0.509
27.8682161,77.2009277,0.704,0.591
28.7965458,76.7614746,0.407,0.476
28.294707,77.0031738,-0.115,0.52
29.8692284,74.6081543,0.024,0.498
28.410728,77.310791,1.414,0.487
29.430029,74.6520996,0.551,0.528
29.1425657,75.5749512,-0.225,0.505
28.8542961,76.2121582,-0.088,0.487
28.0428943,76.0803223,0.022,0.511
28.2172893,76.6516113,0.733,0.504
29.5447873,76.9812012,0.907,0.522
29.0465652,76.3879395,-0.123,0.513
28.0622856,77.0031738,0.191,0.51
29.0657724,76.8933105,0.316,0.534
28.7965458,76.036377,0.378,0.538
29.4682962,75.3112793,0.257,0.503
29.0465652,76.5856934,0.116,0.532
28.2172893,77.2009277,0.526,0.545
29.5639011,76.607666,0.57,0.484
28.4880048,76.2121582,-0.075,0.56
29.5830112,76.3000488,0.539,0.537
28.7387635,76.541748,0.515,0.514
28.3720684,76.5197754,0.532,0.528
29.1041762,75.970459,1.217,0.537
28.410728,76.5197754,-0.08,0.516
29.1617551,75.6408691,0.332,0.517
29.1617551,76.036377,-0.042,0.486
28.8927784,76.1462402,0.003,0.503
29.200123,77.0251465,1.17,0.498
28.7387635,76.5637207,-0.005,0.525
28.9889219,76.1682129,0.053,0.474
28.4493734,77.0471191,0.906,0.527
28.9697004,77.0910645,1.127,0.527
30.0786009,77.310791,0.213,0.504
30.3444351,77.376709,-0.115,0.495
29.5447873,75.9484863,0.246,0.463
29.52567,76.739502,-0.071,0.512
29.9454149,77.1130371,0.35,0.523
29.6021178,75.3552246,0.588,0.462
29.2959801,76.2561035,0.134,0.501
28.526622,75.970459,-0.077,0.511
28.4880048,76.3439941,0.326,0.572
28.8157994,76.0144043,-0.408,0.535
29.2193016,76.7834473,0.191,0.503
28.9504752,75.7287598,-0.003,0.544
29.4682962,77.0690918,0.686,0.544
29.52567,75.0256348,1.522,0.485
28.873539,76.0803223,0.102,0.494
28.1785594,77.1569824,0.427,0.52
29.2768159,75.5749512,-0.265,0.501
29.2959801,77.0031738,1.148,0.499
28.9120143,76.1022949,0.347,0.541
28.8157994,75.8605957,-0.056,0.515
30.4202557,76.9152832,0.12,0.515
29.6785076,75.7067871,0.475,0.475
28.3333947,76.6955566,0.782,0.537
29.9454149,76.4099121,1.092,0.488
29.2959801,75.135498,0.342,0.521
29.4874244,76.2561035,-0.21,0.492
30.1546268,76.7834473,0.436,0.541
28.1785594,77.376709,0.099,0.553
29.4682962,75.2233887,0.008,0.467
28.7965458,76.8933105,-0.049,0.508
28.0234996,77.3327637,0.938,0.544
28.8542961,75.7287598,0.145,0.533
29.6403199,74.9816895,0.15,0.46
30.1356258,76.7834473,0.254,0.527
28.6616708,75.8605957,0.041,0.485
28.294707,77.1789551,0.519,0.505
28.7580278,76.0803223,0.357,0.541
28.410728,76.8493652,0.811,0.49
28.8157994,75.8166504,-0.025,0.5
30.0976128,76.9812012,0.263,0.515
29.2384766,76.0583496,-0.197,0.531
29.7548395,74.8059082,0.28,0.476
30.6851635,77.0031738,-0.366,0.495
30.3633958,77.3327637,0.181,0.508
30.0215431,76.739502,0.708,0.503
30.0215431,76.3879395,0.682,0.552
27.9458858,76.0583496,0.336,0.519
30.2305941,77.1130371,0.493,0.481
29.6021178,75.7507324,0.113,0.462
29.8882805,76.3879395,0.742,0.537
29.0081399,75.7946777,-0.495,0.473
29.7548395,75.4870605,-0.063,0.453
28.0041014,76.9592285,-0.159,0.487
28.1785594,76.2341309,-0.177,0.52
29.8501727,76.3220215,0.71,0.505
28.7194957,75.7727051,0.314,0.537
28.4686909,77.0031738,1.354,0.48
29.2384766,75.5969238,-0.347,0.493
28.1979261,76.1022949,-0.388,0.524
29.6212207,76.607666,0.728,0.504
28.8350495,75.5749512,0.213,0.46
28.8350495,75.6188965,-0.489,0.521
29.1617551,76.5856934,-0.143,0.483
27.9458858,76.1462402,0.423,0.543
29.7548395,74.8937988,0.612,0.484
29.5447873,75.2893066,0.124,0.472
29.430029,76.5856934,-0.023,0.519
29.52567,75.5749512,-0.047,0.51
29.2384766,75.7727051,0.554,0.498
28.5073151,76.2341309,-0.134,0.537
29.697596,76.2561035,-0.267,0.495
28.8350495,75.7946777,-0.019,0.517
28.236649,76.4099121,0.071,0.523
29.4682962,74.7619629,0.042,0.507
29.8501727,76.9812012,0.428,0.501
29.8501727,74.9597168,-0.232,0.477
