latitude,longitude,rwi,error
30.1356258,76.7614746,0.492,0.527
27.6737985,77.0910645,0.285,0.542
30.7984737,77.2888184,-0.295,0.494
28.2560052,76.1901855,0.863,0.564
28.6231031,75.333252,-0.646,0.502
30.2116078,75.0036621,0.785,0.55
28.6423887,74.8718262,-1.154,0.441
28.3140526,75.2453613,0.27,0.519
30.6851635,75.0036621,0.492,0.48
30.6095493,77.5085449,0.12,0.429
28.1591892,74.8278809,-0.269,0.488
29.7166808,75.970459,0.114,0.484
28.4686909,75.9265137,-0.561,0.528
29.2384766,74.6740723,-0.282,0.432
29.7739134,74.6081543,-0.255,0.522
28.5459253,75.6188965,-0.22,0.512
27.8682161,77.4206543,0.293,0.545
28.9120143,74.8059082,-0.452,0.39
30.4013061,77.4206543,0.707,0.508
30.0595852,76.6955566,0.65,0.477
27.6932559,74.9377441,-0.256,0.538
29.7548395,77.1350098,-0.098,0.503
30.1356258,75.8825684,0.038,0.5
30.8173458,75.1574707,1.191,0.477
29.3917473,77.376709,0.261,0.543
30.8550788,74.7619629,0.266,0.455
30.4770825,75.4431152,-0.068,0.482
29.8692284,75.0476074,0.91,0.481
28.603814,77.2888184,1.091,0.495
29.9454149,76.7834473,0.845,0.505
28.7965458,77.6184082,0.503,0.537
28.0041014,74.4543457,-0.629,0.456
28.1204382,75.7507324,-0.407,0.516
30.6662655,76.4099121,0.329,0.485
27.7321603,77.0471191,0.099,0.533
28.9120143,77.1350098,0.916,0.541
28.3527333,75.2233887,-0.024,0.504
30.0786009,74.5422363,0.079,0.467
29.4874244,77.442627,-0.369,0.554
28.565225,74.6520996,-0.498,0.45
30.1926178,76.0583496,0.279,0.451
27.9458858,75.4431152,0.008,0.548
28.0622856,74.6960449,0.535,0.47
29.0657724,77.1569824,-0.294,0.495
29.8120503,75.7727051,-0.115,0.467
30.8173458,76.8933105,0.544,0.489
29.9644524,75.6628418,0.145,0.491
27.7710508,74.5422363,-0.102,0.5
30.3254708,76.9812012,0.786,0.502
28.9120143,75.201416,0.077,0.485
30.2305941,75.0476074,0.361,0.5
29.4108899,75.0476074,-0.033,0.528
30.0786009,76.607666,-0.241,0.481
30.8173458,74.6081543,0.2,0.478
30.3254708,76.1022949,0.703,0.469
28.1979261,75.0256348,-0.217,0.49
29.735762,77.2009277,-0.117,0.54
28.565225,76.2121582,0.513,0.554
29.4874244,75.970459,-0.1,0.482
28.2560052,77.0690918,0.886,0.546
28.4493734,76.8713379,0.7,0.506
27.6932559,75.6408691,0.504,0.569
28.3333947,77.2668457,0.511,0.543
30.7607184,76.6955566,0.607,0.504
30.3823528,76.3439941,0.5,0.493
28.0428943,76.3220215,-0.295,0.518
30.040566,77.244873,0.369,0.528
28.8542961,75.6188965,0.143,0.578
30.6095493,77.4206543,-0.326,0.505
27.9264736,76.036377,0.035,0.532
30.1546268,75.5969238,0.045,0.489
28.9504752,75.0915527,-0.262,0.488
29.6212207,76.7614746,-0.13,0.47
30.0215431,75.904541,0.204,0.51
29.7166808,76.5637207,-0.249,0.534
28.410728,77.376709,0.756,0.527
28.9312465,75.9924316,-0.14,0.489
29.3917473,75.201416,-0.321,0.521
30.5717201,74.8278809,1.169,0.54
28.2753578,75.7727051,0.08,0.563
28.7387635,75.5969238,-0.208,0.501
30.6284584,77.6184082,-0.489,0.523
30.3633958,76.9152832,0.727,0.528
30.7229484,76.0803223,0.307,0.473
29.7548395,77.0690918,1.186,0.515
28.1204382,76.3879395,0.436,0.54
29.697596,75.904541,0.907,0.554
30.0786009,75.5090332,0.42,0.491
30.1736241,75.7727051,-0.216,0.463
28.3527333,75.0476074,-0.447,0.458
29.8882805,76.5637207,-0.246,0.467
30.8550788,75.7507324,0.753,0.5
28.6616708,77.5305176,0.138,0.537
29.6594156,76.4318848,0.765,0.536
29.0657724,74.6081543,-0.63,0.423
30.3444351,77.3986816,-0.669,0.461
30.5717201,75.9265137,0.029,0.482
29.5830112,75.970459,0.442,0.52
29.1809408,77.4865723,-0.046,0.482
30.1926178,76.6955566,0.459,0.475
29.52567,76.3879395,0.34,0.497
30.0215431,75.838623,-0.136,0.472
28.5073151,75.838623,-0.068,0.559
28.7580278,75.201416,-0.641,0.457
28.294707,76.673584,0.926,0.486
30.3065028,77.3547363,0.335,0.509
29.2959801,77.3327637,0.186,0.54
29.7166808,75.5749512,0.887,0.477
27.7516073,74.5422363,-0.438,0.5
28.294707,74.9377441,0.837,0.543
28.1591892,76.7834473,0.419,0.531
30.3065028,76.8713379,0.444,0.501
27.8876388,75.2453613,1.013,0.535
28.565225,75.0036621,0.063,0.488
30.8173458,76.9152832,0.336,0.536
29.430029,76.7175293,0.044,0.496
28.4300525,75.2893066,-0.572,0.492
30.2116078,76.9812012,0.448,0.509
27.7127098,75.4870605,-0.401,0.511
28.4686909,76.2121582,0.768,0.604
28.7387635,76.5856934,0.303,0.526
30.1356258,77.2668457,1.215,0.487
28.2753578,75.4870605,-0.469,0.538
30.3065028,75.4431152,0.725,0.457
29.9644524,77.310791,-0.126,0.52
30.4392016,74.7180176,0.429,0.47
28.8542961,74.8937988,-0.369,0.47
27.8099273,77.442627,-0.032,0.499
28.7965458,74.5202637,-0.241,0.445
28.4300525,77.0690918,1.103,0.522
30.8362142,75.3991699,0.668,0.48
27.7904908,76.5197754,-0.526,0.541
29.2959801,74.7399902,-0.401,0.479
27.8876388,74.7180176,0.473,0.502
29.6594156,76.4099121,0.632,0.52
27.8876388,77.0251465,-0.135,0.545
30.8550788,74.9816895,0.467,0.467
30.7984737,76.4758301,0.924,0.482
29.1809408,74.9377441,-0.707,0.466
28.5459253,76.673584,0.609,0.522
28.8350495,76.607666,0.654,0.476
29.6212207,77.6184082,-0.256,0.555
29.506549,74.7839355,-0.488,0.465
29.2193016,77.2888184,0.252,0.524
30.6851635,75.0256348,0.784,0.495
29.3917473,76.2780762,0.398,0.508
29.200123,75.135498,-0.295,0.467
29.3151407,74.498291,-0.458,0.487
28.4880048,75.5310059,-0.016,0.503
30.5338761,76.0144043,0.451,0.488
29.2768159,76.1022949,-0.205,0.573
29.8120503,76.036377,0.439,0.535
30.4770825,76.0144043,0.073,0.475
28.6231031,75.2893066,-0.713,0.467
27.6932559,76.8273926,-0.193,0.536
29.8311133,77.5305176,-0.538,0.509
28.6616708,75.8825684,0.052,0.567
28.873539,76.6955566,0.938,0.538
29.2959801,75.970459,0.495,0.513
29.3726011,75.1135254,0.312,0.51
27.9846997,77.5524902,-0.859,0.478
27.7904908,75.7507324,0.216,0.541
27.9070579,76.607666,0.113,0.501
29.2576481,74.6081543,-0.858,0.465
27.8293604,75.5749512,-0.315,0.447
30.8550788,76.5637207,0.681,0.483
28.3333947,77.442627,0.332,0.506
27.6737985,74.6520996,-0.188,0.494
29.5639011,76.2561035,0.641,0.544
29.6785076,77.2009277,0.359,0.529
28.3527333,77.1789551,-0.135,0.555
30.5338761,74.4763184,-0.236,0.458
29.9073289,74.4543457,-0.138,0.509
28.3913999,76.3000488,-0.166,0.562
28.1785594,75.0915527,-0.96,0.477
30.7040578,75.7946777,0.773,0.461
27.7904908,74.9597168,0.08,0.515
30.892797,76.3439941,0.354,0.462
30.892797,75.5310059,0.627,0.466
30.1546268,75.8166504,0.721,0.498
28.8927784,77.1350098,0.777,0.538
28.6423887,75.1135254,-0.394,0.449
30.7984737,74.7399902,0.243,0.466
29.2384766,75.201416,-0.375,0.475
30.0025165,76.8713379,0.787,0.502
30.6473638,74.4543457,0.192,0.45
28.5073151,75.9484863,0.376,0.568
30.8550788,74.7399902,0.234,0.478
30.5149486,75.333252,-0.328,0.467
28.8542961,76.1242676,0.632,0.536
28.7965458,76.0144043,-0.494,0.509
30.2116078,77.4865723,-0.374,0.486
28.526622,77.2009277,1.066,0.499
30.3254708,75.4650879,0.552,0.454
30.6662655,76.5856934,1.006,0.456
29.9644524,76.8493652,1.342,0.486
28.5459253,74.9816895,-0.341,0.449
28.0622856,74.9597168,-0.286,0.508
29.430029,75.6408691,-0.454,0.491
27.7516073,74.8498535,-0.286,0.496
29.3151407,76.607666,-0.074,0.547
30.3065028,74.8059082,0.035,0.465
30.7040578,75.9924316,-0.204,0.476
28.1591892,76.739502,0.533,0.507
29.9263737,75.5310059,-0.172,0.497
29.3726011,74.8937988,-0.48,0.444
28.4493734,74.7839355,-0.305,0.534
28.1398155,76.5637207,1.106,0.542
29.200123,75.7287598,-0.188,0.483
29.1041762,76.8713379,0.444,0.542
30.2116078,74.7180176,0.247,0.452
30.0976128,74.5422363,0.197,0.457
28.9312465,76.607666,0.615,0.509
29.9263737,76.6296387,0.142,0.488
30.5906366,75.838623,0.453,0.484
29.7548395,74.7180176,-0.016,0.485
29.8501727,76.8273926,0.406,0.501
29.9454149,76.7175293,0.806,0.529
29.3342978,74.9816895,0.698,0.523
28.3333947,77.3986816,0.656,0.533
30.3444351,74.9816895,0.403,0.481
27.8293604,75.1135254,0.445,0.522
29.3151407,75.267334,0.509,0.554
29.1809408,75.4431152,-0.429,0.49
30.1546268,75.970459,-0.521,0.491
29.0273543,75.1135254,0.111,0.472
30.2116078,76.2561035,0.542,0.464
28.1785594,77.2668457,0.153,0.505
30.3633958,76.9592285,0.618,0.549
28.3913999,76.2341309,0.116,0.566
28.3140526,76.6296387,0.72,0.508
29.6594156,75.9484863,0.142,0.509
28.294707,75.5969238,0.492,0.566
29.4491644,76.541748,0.033,0.466
29.3151407,75.904541,0.289,0.501
27.7904908,74.6960449,-0.32,0.505
28.8157994,75.4650879,-0.444,0.462
29.7929837,75.1135254,-0.104,0.441
27.8099273,76.9372559,-0.099,0.549
28.3913999,75.5529785,0.195,0.541
29.52567,77.2229004,1.424,0.566
30.8362142,74.564209,-0.32,0.471
28.9504752,77.3986816,-0.223,0.515
28.9312465,76.9152832,-0.269,0.534
30.7607184,75.6848145,0.66,0.492
30.6851635,74.5861816,0.548,0.471
27.9846997,76.3879395,0.942,0.552
28.6231031,77.3986816,1.292,0.56
27.6932559,75.0695801,-0.112,0.507
29.2768159,75.0915527,-0.235,0.484
28.8350495,75.2453613,0.168,0.476
28.9120143,74.7619629,-0.841,0.416
28.873539,76.607666,1.208,0.567
29.8501727,76.2121582,0.354,0.511
29.506549,76.0144043,-0.137,0.476
28.1591892,77.2009277,0.077,0.489
30.1356258,77.6184082,0.533,0.535
30.5149486,75.904541,0.484,0.533
29.4491644,76.7614746,-0.55,0.503
27.84879,77.5305176,-0.261,0.509
29.0081399,76.0583496,0.639,0.528
29.8120503,76.4538574,0.535,0.512
27.8099273,74.8278809,-0.485,0.506
28.4493734,76.6516113,0.263,0.491
30.8362142,76.8054199,-0.17,0.52
30.8739398,75.7507324,0.666,0.491
29.3151407,76.6296387,-0.252,0.539
28.3913999,76.1242676,0.013,0.51
28.6423887,76.9152832,1.04,0.518
30.6284584,76.5856934,0.394,0.482
27.8876388,74.6520996,-0.607,0.479
29.0465652,76.2121582,0.097,0.532
29.9834863,76.8054199,0.57,0.504
28.6809493,77.2668457,1.152,0.522
29.3726011,75.0036621,0.182,0.517
30.8173458,76.673584,0.905,0.488
29.7739134,75.5090332,0.187,0.513
28.8927784,76.1901855,-0.065,0.543
28.9120143,77.244873,0.294,0.513
28.9504752,75.6628418,-0.425,0.489
29.4491644,76.3659668,0.98,0.524
30.2875311,75.333252,0.567,0.453
28.1591892,74.8059082,-0.024,0.516
28.6231031,76.1022949,-0.266,0.496
27.6932559,75.9265137,-0.641,0.455
28.3140526,74.9816895,0.708,0.555
30.3633958,76.4978027,0.327,0.503
28.7580278,75.8825684,0.362,0.509
30.2116078,76.7614746,0.785,0.499
29.52567,75.9924316,0.844,0.526
29.9263737,76.1242676,-0.012,0.487
29.4682962,74.8718262,0.408,0.471
28.873539,77.376709,0.037,0.608
28.1398155,74.6740723,-0.067,0.528
27.9070579,77.4865723,-0.221,0.523
29.9454149,75.7946777,0.549,0.53
30.6095493,75.6408691,0.862,0.485
30.2305941,76.1242676,0.516,0.482
30.1166211,74.4763184,0.48,0.482
30.5149486,76.1242676,0.522,0.476
28.0234996,74.5202637,-0.002,0.524
29.7929837,75.7287598,0.707,0.54
29.4874244,75.135498,-0.145,0.489
30.8362142,74.4763184,0.67,0.449
28.9120143,75.8166504,-0.612,0.48
28.1204382,76.673584,0.53,0.515
28.8350495,76.3000488,0.411,0.559
29.0273543,75.5529785,0.384,0.542
28.3140526,76.9592285,0.405,0.5
27.84879,76.2121582,-0.222,0.499
29.9073289,75.4431152,0.466,0.498
28.0622856,75.8166504,0.641,0.576
30.9116505,75.2233887,0.719,0.485
28.7772886,77.4865723,0.491,0.58
30.7984737,75.135498,0.446,0.47
30.0025165,75.5529785,-0.26,0.492
29.4491644,76.607666,-0.231,0.528
30.0595852,77.2009277,0.141,0.476
27.8876388,76.5637207,0.026,0.529
29.506549,75.5749512,0.27,0.484
28.603814,76.9372559,0.611,0.536
30.3444351,75.7507324,-0.223,0.48
28.7580278,74.6960449,-0.615,0.469
29.697596,75.1135254,-0.115,0.483
30.4770825,76.4099121,0.462,0.469
28.3527333,76.1022949,-0.868,0.5
28.4880048,76.5637207,0.372,0.529
29.6403199,75.1794434,0.242,0.469
29.4108899,75.8825684,0.725,0.517
30.7795979,74.630127,-0.414,0.489
28.603814,75.9484863,-0.391,0.504
29.697596,75.3991699,0.101,0.479
30.4013061,77.0031738,0.658,0.497
30.5717201,77.5744629,1.059,0.497
28.5073151,76.4758301,0.509,0.586
28.3527333,76.673584,0.596,0.531
29.52567,76.9812012,1.122,0.503
30.2495768,74.9816895,0.39,0.525
28.410728,76.5637207,0.075,0.523
29.8120503,76.6296387,0.48,0.521
28.1591892,76.8493652,-0.273,0.546
30.3065028,76.541748,0.098,0.484
27.7904908,75.4211426,-0.261,0.536
30.8173458,77.1789551,0.224,0.532
28.4686909,77.2229004,0.525,0.563
29.8501727,76.541748,0.775,0.49
29.1809408,77.3547363,-0.266,0.538
28.4300525,77.442627,-0.298,0.528
29.4682962,75.5529785,0.372,0.51
29.9454149,74.9816895,0.425,0.522
29.3726011,76.5637207,0.592,0.518
28.7002242,75.8825684,0.582,0.576
28.873539,74.9816895,-0.572,0.479
28.873539,76.8493652,0.297,0.493
27.9070579,76.8054199,0.614,0.493
29.52567,76.7614746,-0.146,0.499
28.4880048,76.1682129,-0.144,0.497
28.6423887,77.244873,1.443,0.51
28.7387635,76.1901855,-0.186,0.527
29.3534512,74.8498535,-0.257,0.535
29.6021178,76.739502,1.024,0.49
29.8311133,75.2453613,0.529,0.515
29.6594156,74.6520996,0.001,0.447
29.5830112,76.9152832,0.924,0.53
30.1926178,75.0036621,0.159,0.509
29.8501727,74.7399902,-0.336,0.462
30.3444351,74.6520996,0.599,0.471
29.5639011,75.7287598,0.555,0.511
28.4300525,75.1574707,-0.281,0.46
29.7166808,74.7180176,-0.153,0.484
28.3527333,75.2893066,1.06,0.559
27.9070579,77.5524902,0.015,0.533
28.1010575,77.3986816,0.214,0.539
29.3534512,74.5202637,-0.109,0.461
30.9116505,76.4318848,0.345,0.474
29.9644524,75.1135254,0.582,0.501
29.735762,74.4763184,-0.047,0.469
28.1204382,75.267334,-0.513,0.532
30.4013061,77.2888184,0.415,0.504
30.1926178,75.6408691,-0.182,0.504
29.3534512,74.5861816,0.236,0.526
29.8311133,77.0031738,0.453,0.494
28.7965458,76.8273926,-0.285,0.516
27.9264736,76.6296387,-0.349,0.556
27.8876388,75.6188965,-0.182,0.497
30.0786009,74.6960449,-0.239,0.463
27.9264736,75.5969238,0.408,0.514
28.4300525,77.5744629,0.186,0.541
28.6809493,75.1135254,-0.748,0.485
30.0215431,76.7614746,0.041,0.491
28.0428943,74.498291,0.419,0.46
28.1204382,77.0471191,0.298,0.522
29.506549,76.3000488,0.251,0.536
30.2495768,77.0031738,-0.118,0.503
30.6095493,75.970459,0.45,0.473
29.6785076,77.3327637,-0.038,0.541
29.4682962,75.9924316,0.158,0.512
30.4770825,75.7287598,-0.23,0.47
29.200123,76.036377,0.396,0.481
29.3342978,75.5310059,-0.126,0.536
28.0234996,76.9592285,-0.652,0.514
28.9697004,76.0803223,-0.096,0.51
27.9652945,76.1242676,0.501,0.54
30.4013061,74.7180176,0.68,0.469
29.4682962,76.1462402,0.145,0.518
28.4686909,74.8937988,0.03,0.499
29.697596,76.5197754,0.816,0.562
30.4013061,74.564209,-0.15,0.477
30.4960174,77.4206543,0.623,0.5
28.6231031,75.8825684,0.126,0.537
29.1425657,77.376709,-0.364,0.528
27.6932559,77.4206543,-0.06,0.512
30.5149486,76.3220215,0.022,0.494
28.1398155,77.4645996,0.153,0.483
28.1591892,76.8713379,0.636,0.585
30.8550788,76.673584,0.449,0.5
28.3913999,75.0915527,-0.474,0.495
28.3140526,75.5749512,-0.527,0.514
29.1425657,76.8273926,0.505,0.532
29.7739134,76.7834473,0.578,0.485
30.2305941,75.7287598,-0.313,0.469
29.0273543,77.0251465,0.167,0.533
28.4300525,75.0476074,-0.396,0.492
29.8311133,74.6960449,-0.885,0.45
29.6403199,75.970459,0.089,0.5
28.1010575,75.0915527,-0.189,0.506
29.4108899,76.3659668,0.293,0.511
29.1233728,76.8273926,0.446,0.534
30.040566,77.0690918,0.525,0.513
29.430029,74.5422363,0.309,0.487
27.7904908,75.7727051,0.419,0.531
29.0657724,76.8054199,0.427,0.497
29.1425657,76.7614746,0.992,0.536
30.892797,75.2453613,0.33,0.495
29.52567,74.6520996,-0.428,0.482
28.873539,76.8713379,0.935,0.57
30.5149486,76.8713379,0.827,0.513
28.0622856,75.7727051,-0.429,0.508
30.1166211,74.7399902,-0.333,0.439
30.8362142,76.607666,0.654,0.474
29.6021178,74.6520996,0.262,0.468
28.1010575,76.9592285,-0.382,0.515
27.9652945,75.8825684,-0.002,0.55
29.1041762,76.6955566,0.498,0.495
30.8173458,77.376709,-0.198,0.532
28.1398155,75.5310059,0.816,0.551
29.2768159,76.5637207,-0.348,0.481
29.8501727,75.2453613,1.026,0.495
30.2116078,75.970459,0.641,0.495
28.873539,77.1130371,1.231,0.481
30.3065028,76.6516113,0.314,0.508
28.0428943,77.2668457,0.685,0.567
29.1425657,75.135498,-0.407,0.461
30.6662655,76.0803223,0.672,0.486
29.697596,75.3112793,0.249,0.501
30.2116078,75.135498,0.425,0.483
30.4581439,75.5090332,0.224,0.445
29.2768159,76.8493652,0.922,0.541
30.3444351,76.7614746,0.987,0.513
30.2495768,75.333252,-0.096,0.502
29.697596,77.1350098,-0.088,0.493
30.8173458,74.7619629,0.061,0.464
30.0786009,75.2893066,1.005,0.484
28.1010575,76.036377,0.847,0.53
29.0465652,76.9372559,0.742,0.536
29.5447873,76.3000488,0.109,0.502
28.4880048,77.0910645,1.097,0.498
27.9458858,75.0036621,0.055,0.526
29.8882805,77.310791,0.343,0.518
27.9652945,77.1789551,0.313,0.518
30.2875311,77.0251465,0.324,0.463
28.6616708,76.9592285,0.977,0.533
29.3726011,76.8493652,-0.254,0.523
30.0595852,76.3879395,0.108,0.487
28.5845213,77.2668457,0.577,0.501
29.1425657,76.0803223,0.116,0.54
28.1979261,75.2233887,-0.28,0.525
27.9846997,75.8166504,-0.387,0.492
29.1809408,74.498291,-0.654,0.469
29.3726011,76.8933105,0.637,0.54
28.294707,75.3112793,0.104,0.481
28.8542961,74.7619629,-0.394,0.47
29.52567,77.0910645,-0.257,0.507
29.735762,75.838623,0.573,0.474
30.2495768,74.6960449,0.647,0.477
30.3633958,75.8166504,0.423,0.503
29.506549,76.3220215,0.507,0.59
30.0215431,76.5197754,0.52,0.489
30.7040578,76.036377,0.269,0.458
27.6932559,76.541748,-0.082,0.514
29.1425657,76.036377,0.522,0.508
28.1979261,75.9924316,-0.239,0.514
28.3720684,75.1794434,-0.493,0.514
30.6851635,77.0910645,0.041,0.545
30.8173458,75.838623,0.412,0.495
30.4392016,74.8718262,0.988,0.522
29.8501727,76.1462402,0.579,0.465
28.3720684,74.9377441,-0.748,0.494
28.9504752,77.310791,0.5,0.513
27.7321603,77.2668457,-0.331,0.53
28.7580278,76.1022949,0.761,0.509
29.8882805,75.970459,0.126,0.473
28.236649,76.6516113,0.742,0.483
30.4202557,74.564209,-0.141,0.462
30.4581439,76.8054199,0.644,0.534
28.2172893,77.6184082,-0.148,0.515
28.4493734,74.498291,1.099,0.592
30.0976128,77.1350098,0.63,0.51
28.4300525,77.5085449,0.604,0.516
28.9312465,75.4211426,-1.089,0.443
30.1736241,75.6408691,0.293,0.496
29.1233728,76.5637207,0.019,0.526
27.6737985,74.7399902,0.499,0.501
30.9116505,77.4206543,-0.813,0.411
29.697596,75.7507324,0.172,0.486
29.1809408,74.8278809,-0.501,0.493
30.3065028,76.6955566,0.067,0.486
30.4202557,77.1350098,0.352,0.504
27.9070579,75.4870605,-0.136,0.515
27.84879,76.0144043,-0.242,0.513
29.7166808,76.6516113,-0.424,0.476
28.526622,76.3879395,0.532,0.543
28.603814,76.4758301,0.522,0.501
28.7002242,75.7287598,-0.019,0.51
28.9312465,76.8054199,0.633,0.525
30.6095493,75.1574707,0.769,0.494
30.0595852,74.5861816,0.705,0.486
29.2384766,74.8718262,-0.35,0.461
29.6212207,75.904541,0.536,0.501
28.526622,76.6955566,0.046,0.536
28.6231031,74.9377441,-0.443,0.459
29.9073289,74.6960449,-0.226,0.469
30.0595852,76.5637207,0.226,0.513
28.7965458,76.0583496,0.455,0.573
29.1233728,77.0031738,0.827,0.542
29.8882805,74.8498535,-0.406,0.454
29.4874244,74.7399902,0.501,0.477
28.3333947,74.8278809,-0.265,0.47
29.697596,75.5969238,0.495,0.49
30.3444351,76.036377,-0.578,0.505
30.8362142,75.6188965,1.081,0.466
29.9263737,74.9816895,0.353,0.504
30.5906366,76.9152832,-0.403,0.5
28.4686909,76.1022949,0.344,0.54
28.8542961,75.9484863,0.531,0.478
30.7984737,77.244873,-0.246,0.512
27.7710508,74.564209,-0.011,0.511
29.0657724,76.2780762,-0.167,0.509
29.6403199,77.6184082,0.209,0.544
30.5906366,75.1574707,0.707,0.497
28.8542961,77.3986816,-0.078,0.535
30.8173458,75.9924316,0.815,0.487
30.3633958,77.1789551,0.356,0.49
28.9889219,77.2229004,0.964,0.534
30.9116505,74.8059082,0.121,0.452
28.294707,75.9484863,-0.19,0.492
29.6403199,77.5305176,-0.638,0.511
28.1010575,76.0583496,-0.249,0.554
28.6231031,74.9816895,-0.448,0.475
28.1591892,76.9152832,0.338,0.551
30.9116505,75.3112793,0.079,0.474
27.9652945,75.9484863,0.38,0.566
27.7321603,75.7067871,-0.167,0.548
28.4493734,74.6520996,-0.538,0.473
30.6095493,76.0144043,0.21,0.473
27.9846997,76.0803223,-0.705,0.491
30.2305941,75.5529785,0.637,0.49
29.52567,77.2888184,0.299,0.535
27.6737985,76.6516113,-0.155,0.531
29.7166808,74.8937988,0.253,0.465
27.8293604,76.1901855,0.156,0.512
29.506549,77.1789551,0.011,0.519
29.6212207,77.3327637,-0.011,0.542
30.2305941,76.4318848,0.161,0.486
29.3534512,76.8933105,0.613,0.55
29.9644524,74.4543457,0.53,0.484
29.1809408,75.6848145,0.229,0.51
28.8927784,76.4538574,-0.178,0.506
28.9697004,75.6628418,-0.241,0.493
28.4493734,75.6188965,-0.407,0.527
29.8501727,76.4538574,0.565,0.476
28.1204382,75.7287598,-0.017,0.504
30.3823528,75.267334,0.163,0.475
28.1591892,75.6408691,0.121,0.565
30.3065028,77.6184082,-0.071,0.491
28.565225,74.8278809,-0.835,0.493
28.565225,76.1462402,0.576,0.53
28.4686909,76.3439941,0.692,0.558
28.0041014,75.1574707,0.072,0.503
29.1425657,75.4650879,-0.196,0.502
28.8350495,75.4211426,-0.081,0.496
30.8362142,76.3659668,0.453,0.472
29.2768159,75.0256348,-0.118,0.45
28.2560052,77.0910645,0.292,0.517
27.9458858,77.2888184,0.338,0.537
28.3527333,76.7834473,0.619,0.508
29.735762,76.8054199,0.449,0.502
29.4874244,75.267334,0.174,0.496
28.2560052,77.5524902,-0.061,0.523
30.7040578,75.6628418,-0.024,0.458
29.506549,76.5197754,0.218,0.52
29.3917473,75.9484863,-0.306,0.511
30.8550788,76.4758301,0.347,0.496
29.9263737,76.541748,0.542,0.494
30.7984737,76.4318848,0.68,0.482
29.0273543,76.7614746,-0.014,0.523
27.84879,74.6740723,-0.423,0.467
30.4392016,76.4758301,0.14,0.473
29.2959801,76.4978027,-0.18,0.512
28.4686909,74.6740723,-1.044,0.456
28.1785594,75.0476074,-0.357,0.487
29.9644524,75.8605957,0.86,0.492
28.1398155,77.0251465,0.131,0.525
30.6473638,74.9377441,0.974,0.486
29.7166808,75.2893066,0.973,0.526
28.7580278,77.0031738,0.815,0.53
29.430029,75.0036621,-0.174,0.486
28.3720684,75.2453613,0.291,0.555
28.6231031,76.3000488,0.011,0.541
30.1166211,74.8718262,-0.131,0.544
28.1591892,76.8933105,0.363,0.564
27.8876388,75.5529785,0.258,0.542
29.0273543,76.607666,0.911,0.565
29.3151407,76.9152832,1.014,0.524
28.8542961,75.7727051,-0.396,0.529
29.3151407,76.7834473,0.294,0.521
30.7418353,74.6520996,0.595,0.496
29.5447873,75.3991699,0.322,0.49
30.5338761,77.2668457,0.762,0.496
30.7984737,75.7067871,0.997,0.468
29.5639011,76.8493652,-0.283,0.508
29.3342978,76.4318848,-0.305,0.51
28.4880048,75.4211426,-0.278,0.513
30.1736241,75.7507324,0.256,0.492
27.6932559,77.442627,0.085,0.507
29.3151407,75.7507324,0.443,0.532
27.6932559,75.0036621,0.591,0.543
30.1546268,75.1135254,-0.015,0.493
29.2768159,77.0471191,0.928,0.542
29.1617551,76.6955566,0.036,0.511
28.526622,75.3771973,0.368,0.532
30.2495768,77.244873,0.695,0.513
28.1979261,76.2341309,0.153,0.547
29.52567,75.9265137,-0.147,0.501
30.4960174,76.1242676,-0.158,0.475
30.2305941,75.333252,0.402,0.482
29.4108899,75.5749512,0.302,0.508
28.3333947,76.1462402,-0.227,0.593
30.6662655,77.442627,0.211,0.497
30.5906366,76.6296387,0.089,0.518
30.6851635,74.9597168,0.175,0.495
29.8882805,77.5524902,0.454,0.565
27.9264736,76.4758301,0.04,0.524
29.8882805,75.7507324,-0.181,0.489
30.2305941,75.6408691,0.052,0.472
28.7965458,75.9924316,0.196,0.491
30.0595852,75.3771973,0.175,0.496
27.6932559,76.3439941,0.603,0.586
28.3140526,77.5524902,0.477,0.483
30.3823528,77.5744629,-0.046,0.453
28.7387635,77.244873,0.569,0.516
28.9120143,75.2233887,-0.674,0.456
30.8362142,75.1574707,1.071,0.461
29.3917473,75.904541,0.378,0.476
28.1398155,75.3112793,-0.322,0.491
30.3633958,77.2668457,0.164,0.498
27.9652945,74.6520996,-0.535,0.48
29.506549,76.7834473,0.874,0.557
29.8692284,76.9152832,0.838,0.476
29.6594156,74.7399902,-0.441,0.458
27.84879,76.9592285,-0.145,0.5
30.6662655,75.5310059,0.316,0.477
28.873539,75.9484863,0.107,0.511
28.3333947,77.0031738,-0.083,0.501
28.4493734,74.8937988,-0.07,0.499
28.873539,76.3659668,-0.004,0.597
28.9120143,75.7287598,-0.006,0.521
29.4491644,76.1022949,0.227,0.5
28.2753578,76.8054199,-0.008,0.527
28.7772886,76.4758301,-0.106,0.476
28.4300525,75.1794434,-0.07,0.532
30.3444351,75.4431152,0.007,0.476
29.5447873,77.244873,-0.108,0.515
28.603814,76.4978027,0.704,0.519
27.9652945,77.2229004,0.548,0.525
28.294707,75.135498,-0.29,0.527
30.0595852,77.2888184,0.85,0.546
30.1736241,77.3327637,0.708,0.527
29.1425657,75.8166504,0.268,0.552
30.4392016,75.0695801,-0.089,0.466
30.7795979,75.3112793,0.411,0.479
28.0234996,75.8166504,0.449,0.535
29.2384766,77.5305176,-0.6,0.509
29.1233728,75.9924316,0.609,0.48
30.1736241,74.498291,0.79,0.522
